Date,Close,High,Low,Volume
2025-06-25,230.09,233.0,229.0,49918.0
2025-06-26,229.07,231.0,228.1,88481.0
2025-06-29,237.37,241.0,227.5,318193.0
2025-06-30,240.67,242.7,235.2,255858.0
2025-07-01,243.08,245.4,237.2,228491.0
2025-07-02,243.58,247.9,239.0,192024.0
2025-07-03,240.63,248.4,237.3,214944.0
2025-07-06,242.75,246.4,238.0,337466.0
2025-07-07,238.38,244.0,236.7,273101.0
2025-07-08,237.78,241.0,236.3,95182.0
2025-07-09,243.13,244.5,236.1,249112.0
2025-07-10,251.65,252.5,240.3,770677.0
2025-07-13,259.19,266.0,254.9,860163.0
2025-07-14,252.85,260.0,252.1,594093.0
2025-07-15,257.19,259.0,250.0,471573.0
2025-07-16,259.57,267.5,257.4,771421.0
2025-07-17,264.56,278.9,260.0,556423.0
2025-07-20,257.9,270.0,256.0,767141.0
2025-07-21,259.94,263.0,255.3,290575.0
2025-07-22,264.3,265.0,259.0,624169.0
2025-07-23,262.08,266.0,260.1,332561.0
2025-07-24,261.43,264.0,259.0,231522.0
2025-07-27,263.14,267.7,260.0,871338.0
2025-07-28,268.4,269.2,258.1,670655.0
2025-07-29,270.86,272.8,267.0,784478.0
2025-07-30,266.87,276.0,266.0,549076.0
2025-07-31,261.61,270.0,260.1,366846.0
2025-08-03,254.47,261.0,253.0,366831.0
2025-08-04,259.37,260.0,253.0,349922.0
2025-08-05,255.44,262.0,255.0,349200.0
2025-08-06,254.26,260.5,252.0,209056.0
2025-08-07,255.42,257.8,253.0,182111.0
2025-08-11,255.68,261.0,250.4,260511.0
2025-08-12,254.28,260.7,252.0,155475.0
2025-08-13,251.53,259.0,251.0,536750.0
2025-08-14,250.95,253.0,249.4,256552.0
2025-08-17,249.41,255.9,249.2,154359.0
2025-08-18,250.66,251.8,248.0,159474.0
2025-08-19,252.04,252.9,249.0,110650.0
2025-08-20,250.66,253.2,250.0,97873.0
2025-08-21,252.01,253.0,248.0,135321.0
2025-08-24,250.2,252.0,249.5,105294.0
2025-08-25,251.52,253.0,248.1,112131.0
2025-08-26,250.64,253.0,249.0,96856.0
2025-08-27,255.29,256.0,250.0,281403.0
2025-08-28,251.62,254.5,250.2,147140.0
2025-08-31,249.06,253.9,248.2,126213.0
2025-09-01,251.35,254.0,248.0,181532.0
2025-09-02,251.15,256.3,250.0,100272.0
2025-09-03,249.89,253.0,249.0,82725.0
2025-09-04,249.71,251.3,246.3,127112.0
