Date,Close,High,Low,Volume
2025-06-08,311.08,317.0,309.6,744969.0
2025-06-09,310.48,315.0,304.9,391739.0
2025-06-10,315.31,323.0,305.5,834832.0
2025-06-11,311.15,319.0,309.1,441373.0
2025-06-12,307.49,314.0,305.0,314896.0
2025-06-15,304.08,313.9,302.0,511875.0
2025-06-16,300.03,309.0,298.0,460874.0
2025-06-17,297.27,304.0,295.0,261826.0
2025-06-18,301.6,304.5,291.4,301193.0
2025-06-19,295.9,304.5,295.0,361070.0
2025-06-22,288.08,299.6,287.3,346558.0
2025-06-23,292.53,293.9,284.0,219563.0
2025-06-24,290.17,298.3,290.0,175791.0
2025-06-25,285.67,290.0,285.0,213052.0
2025-06-26,284.37,289.8,283.2,227498.0
2025-06-29,283.98,286.9,282.0,299476.0
2025-06-30,284.39,288.0,283.0,210365.0
2025-07-01,297.39,299.9,278.8,332209.0
2025-07-02,293.91,303.3,293.1,179721.0
2025-07-03,291.2,304.9,288.1,162900.0
2025-07-06,293.62,298.0,285.4,290983.0
2025-07-07,292.09,297.8,290.6,162411.0
2025-07-08,291.49,295.0,286.5,124860.0
2025-07-09,295.02,299.0,285.7,393796.0
2025-07-10,296.59,299.8,289.2,218803.0
2025-07-13,296.67,307.0,295.7,289421.0
2025-07-14,290.26,296.6,290.0,206794.0
2025-07-15,292.79,296.5,285.0,247287.0
2025-07-16,292.61,298.9,287.4,390367.0
2025-07-17,306.09,310.0,292.0,470440.0
2025-07-20,307.32,319.0,306.9,781600.0
2025-07-21,309.75,312.0,301.2,392558.0
2025-07-22,322.88,326.5,310.0,1150088.0
2025-07-23,323.89,329.4,317.2,846769.0
2025-07-24,320.84,330.3,318.3,500892.0
2025-07-27,310.18,325.0,308.0,695153.0
2025-07-28,313.67,314.7,304.0,459931.0
2025-07-29,312.18,324.8,309.0,499824.0
2025-07-30,306.74,316.0,306.0,332023.0
2025-07-31,300.7,309.8,299.0,488131.0
2025-08-03,295.48,305.0,294.7,313020.0
2025-08-04,295.63,300.7,289.6,290388.0
2025-08-05,289.69,298.0,289.0,298941.0
2025-08-06,290.49,293.5,283.9,163840.0
2025-08-07,294.19,295.0,289.0,164637.0
2025-08-11,288.56,298.9,288.0,290368.0
2025-08-12,288.04,292.0,282.8,164752.0
2025-08-13,288.33,292.0,282.3,137270.0
2025-08-14,289.29,291.8,285.0,193740.0
2025-08-17,285.27,291.4,284.0,181589.0
2025-08-18,286.48,290.0,282.1,169780.0
2025-08-19,288.18,292.0,280.8,177968.0
2025-08-20,286.37,290.0,282.5,273321.0
2025-08-21,285.97,288.6,284.2,218215.0
2025-08-24,284.12,289.0,280.3,100316.0
2025-08-25,286.07,286.9,280.0,78353.0
2025-08-26,285.14,288.0,282.5,137054.0
