Date,Open,High,Low,Close,Adj Close,Volume
2025-05-12,445.94,449.37,439.78,449.26,447.70,22821900.00
2025-05-13,447.78,450.67,445.36,449.14,447.58,23618800.00
2025-05-14,448.14,453.90,448.14,452.94,451.37,19902800.00
2025-05-15,450.77,456.19,450.43,453.13,452.39,21992300.00
2025-05-16,452.05,454.36,448.73,454.27,453.52,23849800.00
2025-05-19,450.88,459.59,450.80,458.87,458.12,21336500.00
2025-05-20,455.59,458.34,454.32,458.17,457.42,15441800.00
2025-05-21,454.57,457.78,451.81,452.57,451.83,19216900.00
2025-05-22,454.95,460.25,453.90,454.86,454.11,18025600.00
2025-05-23,449.98,453.69,448.91,450.18,449.44,16883500.00
2025-05-27,456.48,460.95,456.12,460.69,459.93,20974300.00
2025-05-28,461.22,462.52,456.93,457.36,456.61,17086300.00
2025-05-29,461.55,461.72,455.31,458.68,457.93,13974800.00
2025-05-30,459.72,461.68,455.54,460.36,459.60,34770500.00
2025-06-02,457.14,462.11,456.89,461.97,461.21,16626500.00
2025-06-03,461.47,464.14,460.86,462.97,462.21,15743800.00
2025-06-04,464.00,465.69,463.02,463.87,463.11,14162700.00
2025-06-05,464.96,469.65,464.03,467.68,466.91,20131700.00
2025-06-06,470.09,473.34,468.78,470.38,469.61,15285600.00
2025-06-09,469.70,473.43,468.62,472.75,471.97,16469900.00
2025-06-10,471.19,472.80,466.96,470.92,470.15,15375900.00
2025-06-11,470.02,475.47,469.66,472.62,471.84,16399200.00
2025-06-12,475.02,480.42,473.52,478.87,478.08,18950600.00
2025-06-13,476.41,479.18,472.76,474.96,474.18,16814500.00
2025-06-16,475.21,480.69,475.00,479.14,478.35,15626100.00
2025-06-17,475.40,478.74,474.08,478.04,477.26,15414100.00
2025-06-18,478.00,481.00,474.46,480.24,479.45,17526500.00
2025-06-20,482.23,483.46,476.87,477.40,476.62,37576200.00
2025-06-23,478.21,487.75,472.51,486.00,485.20,24864000.00
2025-06-24,488.95,491.85,486.80,490.11,489.31,22305600.00
2025-06-25,492.04,494.56,489.39,492.27,491.46,17495100.00
2025-06-26,492.98,498.04,492.81,497.45,496.63,21578900.00
2025-06-27,497.55,499.30,493.03,495.94,495.13,34539200.00
2025-06-30,497.04,500.76,495.33,497.41,496.59,28369000.00
2025-07-01,496.47,498.05,490.98,492.05,491.24,19945400.00
2025-07-02,489.99,493.50,488.70,491.09,490.28,16319600.00
2025-07-03,493.81,500.13,493.44,498.84,498.02,13984800.00
2025-07-07,497.38,498.75,495.23,497.72,496.90,13981600.00
2025-07-08,497.24,498.20,494.11,496.62,495.80,11846600.00
2025-07-09,500.30,506.78,499.74,503.51,502.68,18659500.00
2025-07-10,503.05,504.44,497.75,501.48,500.66,16492100.00
2025-07-11,498.47,505.03,497.80,503.32,502.49,16459500.00
2025-07-14,501.52,503.97,501.03,503.02,502.19,12058800.00
2025-07-15,503.02,508.30,502.79,505.82,504.99,14927200.00
2025-07-16,505.18,506.72,501.89,505.62,504.79,15154400.00
2025-07-17,505.68,513.37,505.62,511.70,510.86,17503100.00
2025-07-18,514.48,514.64,507.43,510.05,509.21,21209700.00
2025-07-21,506.71,512.09,505.55,510.06,509.22,14066800.00
2025-07-22,510.97,511.20,505.27,505.27,504.44,13868600.00
2025-07-23,506.75,506.79,500.70,505.87,505.04,16396600.00
2025-07-24,508.77,513.67,507.30,510.88,510.04,16107000.00
2025-07-25,512.47,518.29,510.36,513.71,512.87,19125700.00
2025-07-28,514.08,515.00,510.12,512.50,511.66,14308000.00
2025-07-29,515.53,517.62,511.56,512.57,511.73,16469200.00
2025-07-30,515.17,515.95,509.44,513.24,512.40,26380400.00
2025-07-31,555.23,555.45,531.90,533.50,532.62,51617300.00
2025-08-01,535.00,535.80,520.86,524.11,523.25,28977600.00
2025-08-04,528.27,538.25,528.13,535.64,534.76,25349000.00
2025-08-05,537.18,537.30,527.24,527.75,526.88,19171600.00
2025-08-06,530.90,531.70,524.03,524.94,524.08,21355700.00
2025-08-07,526.80,528.09,517.55,520.84,519.99,16079100.00
2025-08-08,522.60,524.66,519.41,522.04,521.18,15531000.00
2025-08-11,522.30,527.59,519.72,521.77,520.91,20194400.00
2025-08-12,523.75,530.98,522.70,529.24,528.37,18667000.00
2025-08-13,532.11,532.70,519.37,520.58,519.73,19619200.00
2025-08-14,522.56,525.95,520.14,522.48,521.62,20269100.00
2025-08-15,522.77,526.10,519.08,520.17,519.32,25213300.00
2025-08-18,521.59,522.82,514.02,517.10,516.25,23760600.00
2025-08-19,515.00,515.16,508.55,509.77,508.93,21481000.00
2025-08-20,509.87,511.00,504.44,505.72,504.89,27723000.00
2025-08-21,503.69,507.63,502.72,504.24,504.24,18443300.00
2025-08-22,504.25,510.73,502.41,507.23,507.23,24324200.00
2025-08-25,506.63,508.19,504.12,504.26,504.26,21621700.00
2025-08-26,504.36,504.98,498.64,499.71,499.71,9416416.00
